PAW protein_summary_9 results file
written: Wed Jul 17 11:40:29 2019

 	=subtotal(109,B6:B4149)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
356.01	1	XP_027430578.1	redundant	4.0	809	92645	V-type proton ATPase 116 kDa subunit a isoform X2 [Zalophus californianus]	2	1	0.500	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027423573.1, XP_027430577.1
356.02	1	XP_027430580.1	redundant	4.4	722	83019	V-type proton ATPase 116 kDa subunit a isoform X4 [Zalophus californianus]	2	1	0.500	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.250	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027423573.1, XP_027430577.1
357.0	1	XP_027430584.1	 	9.1	1786	197401	laminin subunit beta-1 [Zalophus californianus]	24	24	1.000	0	0	0	1	0	0	0	8	4	0	0	0	0	1	2	3	4	1	0	0	0	0	1	0	0	0	8	4	0	0	0	0	1	2	3	4	1	0	0.000	0.000	0.000	1.000	0.000	0.000	0.000	8.000	4.000	0.000	0.000	0.000	0.000	1.000	2.000	3.000	4.000	1.000	0.000	 
358.0	1	XP_027430586.1	 	37.3	509	54122	dihydrolipoyl dehydrogenase, mitochondrial [Zalophus californianus]	43	43	1.000	3	4	1	2	0	17	0	0	0	2	1	0	5	0	0	0	4	4	0	3	4	1	2	0	17	0	0	0	2	1	0	5	0	0	0	4	4	0	3.000	4.000	1.000	2.000	0.000	17.000	0.000	0.000	0.000	2.000	1.000	0.000	5.000	0.000	0.000	0.000	4.000	4.000	0.000	 
359.0	1	XP_027430618.1	 	36.6	426	47699	drebrin-like protein [Zalophus californianus]	39	39	1.000	14	3	0	0	4	0	0	0	0	1	9	0	3	2	0	0	0	3	0	14	3	0	0	4	0	0	0	0	1	9	0	3	2	0	0	0	3	0	14.000	3.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	1.000	9.000	0.000	3.000	2.000	0.000	0.000	0.000	3.000	0.000	 
360.0	1	XP_027430642.1	 	32.4	188	21636	ribosomal protein L18-like [Zalophus californianus]	17	17	1.000	2	2	0	0	1	1	0	1	0	0	1	0	7	0	0	0	0	2	0	2	2	0	0	1	1	0	1	0	0	1	0	7	0	0	0	0	2	0	2.000	2.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	1.000	0.000	7.000	0.000	0.000	0.000	0.000	2.000	0.000	 
360.01	1	XP_027472851.1	redundant	32.4	188	21592	60S ribosomal protein L18 [Zalophus californianus]	17	17	1.000	2	2	0	0	1	1	0	1	0	0	1	0	7	0	0	0	0	2	0	2	2	0	0	1	1	0	1	0	0	1	0	7	0	0	0	0	2	0	2.000	2.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.000	1.000	0.000	7.000	0.000	0.000	0.000	0.000	2.000	0.000	 
361.0	1	XP_027430644.1	 	8.3	659	73946	carnitine O-palmitoyltransferase 2, mitochondrial isoform X1 [Zalophus californianus]	7	7	1.000	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	 
361.01	1	XP_027430669.1	redundant	8.7	630	71054	carnitine O-palmitoyltransferase 2, mitochondrial isoform X2 [Zalophus californianus]XP_027430660.1 carnitine O-palmitoyltransferase 2, mitochondrial isoform X2 [Zalophus californianus]XP_027430653.1 carnitine O-palmitoyltransferase 2, mitochondrial isoform X2 [Zalophus californianus]	7	7	1.000	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	 
361.02	1	XP_027430682.1	redundant	10.0	550	61575	carnitine O-palmitoyltransferase 2, mitochondrial isoform X3 [Zalophus californianus]XP_027430677.1 carnitine O-palmitoyltransferase 2, mitochondrial isoform X3 [Zalophus californianus]	7	7	1.000	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	 
361.03	1	XP_027430699.1	redundant	10.2	540	60464	carnitine O-palmitoyltransferase 2, mitochondrial isoform X4 [Zalophus californianus]XP_027430692.1 carnitine O-palmitoyltransferase 2, mitochondrial isoform X4 [Zalophus californianus]	7	7	1.000	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	 
362.0	1	XP_027430679.1	 	11.9	260	30003	bisphosphoglycerate mutase [Zalophus californianus]XP_027430678.1 bisphosphoglycerate mutase [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
363.0	1	XP_027430728.1	 	3.8	1148	119276	collagen alpha-1(XXVIII) chain isoform X1 [Zalophus californianus]	13	13	1.000	0	0	0	4	1	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0	0	0	4	1	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0.000	0.000	0.000	4.000	1.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	2.000	1.000	1.000	0.000	0.000	 
363.01	1	XP_027430729.1	redundant	3.9	1125	117077	collagen alpha-1(XXVIII) chain isoform X2 [Zalophus californianus]	13	13	1.000	0	0	0	4	1	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0	0	0	4	1	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0.000	0.000	0.000	4.000	1.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	2.000	1.000	1.000	0.000	0.000	 
363.02	1	XP_027430730.1	redundant	4.0	1100	114685	collagen alpha-1(XXVIII) chain isoform X3 [Zalophus californianus]	13	13	1.000	0	0	0	4	1	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0	0	0	4	1	0	0	0	4	0	0	0	0	0	2	1	1	0	0	0.000	0.000	0.000	4.000	1.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	2.000	1.000	1.000	0.000	0.000	 
364.0	1	XP_027430740.1	 	11.1	434	50324	septin-7 isoform X3 [Zalophus californianus]	15	15	1.000	2	1	0	0	0	0	0	1	1	1	2	0	2	1	1	1	1	1	0	2	1	0	0	0	0	0	1	1	1	2	0	2	1	1	1	1	1	0	2.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	1.000	2.000	0.000	2.000	1.000	1.000	1.000	1.000	1.000	0.000	 
365.0	1	XP_027430800.1	 	49.2	445	49750	matrix remodeling-associated protein 8 isoform X1 [Zalophus californianus]	341	341	1.000	14	11	0	27	14	7	7	36	30	17	9	0	22	33	33	30	41	5	5	14	11	0	27	14	7	7	36	30	17	9	0	22	33	33	30	41	5	5	14.000	11.000	0.000	27.000	14.000	7.000	7.000	36.000	30.000	17.000	9.000	0.000	22.000	33.000	33.000	30.000	41.000	5.000	5.000	 
365.01	1	XP_027430808.1	redundant	49.3	444	49788	matrix remodeling-associated protein 8 isoform X2 [Zalophus californianus]	341	341	1.000	14	11	0	27	14	7	7	36	30	17	9	0	22	33	33	30	41	5	5	14	11	0	27	14	7	7	36	30	17	9	0	22	33	33	30	41	5	5	14.000	11.000	0.000	27.000	14.000	7.000	7.000	36.000	30.000	17.000	9.000	0.000	22.000	33.000	33.000	30.000	41.000	5.000	5.000	 
366.0	1	XP_027430801.1	 	34.9	1837	208091	maltase-glucoamylase, intestinal isoform X1 [Zalophus californianus]	510	457	0.896	21	2	9	62	24	28	16	75	35	38	0	0	4	38	16	44	91	2	5	20	2	8	57	23	25	14	67	30	33	0	0	4	34	14	38	81	2	5	21.000	2.000	9.000	61.864	24.000	27.479	16.000	74.691	34.484	37.717	0.000	0.000	4.000	38.000	15.737	43.745	89.985	2.000	5.000	XP_027430512.1, XP_027430801.1, XP_027440773.1
366.01	1	XP_027430803.1	redundant	35.0	1831	207409	maltase-glucoamylase, intestinal isoform X2 [Zalophus californianus]XP_027430802.1 maltase-glucoamylase, intestinal isoform X2 [Zalophus californianus]	510	457	0.896	21	2	9	62	24	28	16	75	35	38	0	0	4	38	16	44	91	2	5	20	2	8	57	23	25	14	67	30	33	0	0	4	34	14	38	81	2	5	21.000	2.000	9.000	61.864	24.000	27.479	16.000	74.691	34.484	37.717	0.000	0.000	4.000	38.000	15.737	43.745	89.985	2.000	5.000	XP_027430512.1, XP_027430801.1, XP_027440773.1
367.0	1	XP_027430824.1	 	7.7	1014	109835	ephrin type-B receptor 6 isoform X1 [Zalophus californianus]XP_027430823.1 ephrin type-B receptor 6 isoform X1 [Zalophus californianus]XP_027430822.1 ephrin type-B receptor 6 isoform X1 [Zalophus californianus]XP_027430820.1 ephrin type-B receptor 6 isoform X1 [Zalophus californianus]XP_027430819.1 ephrin type-B receptor 6 isoform X1 [Zalophus californianus]	9	9	1.000	0	0	0	1	1	0	0	2	0	3	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	2	0	3	0	0	0	1	0	0	1	0	0	0.000	0.000	0.000	1.000	1.000	0.000	0.000	2.000	0.000	3.000	0.000	0.000	0.000	1.000	0.000	0.000	1.000	0.000	0.000	 
368.0	1	XP_027430864.1	 	8.1	346	39701	secreted frizzled-related protein 4 isoform X1 [Zalophus californianus]	24	24	1.000	0	0	0	1	1	0	0	3	1	1	0	0	1	0	6	4	6	0	0	0	0	0	1	1	0	0	3	1	1	0	0	1	0	6	4	6	0	0	0.000	0.000	0.000	1.000	1.000	0.000	0.000	3.000	1.000	1.000	0.000	0.000	1.000	0.000	6.000	4.000	6.000	0.000	0.000	 
368.01	1	XP_027430865.1	redundant	9.7	290	33312	secreted frizzled-related protein 4 isoform X2 [Zalophus californianus]	24	24	1.000	0	0	0	1	1	0	0	3	1	1	0	0	1	0	6	4	6	0	0	0	0	0	1	1	0	0	3	1	1	0	0	1	0	6	4	6	0	0	0.000	0.000	0.000	1.000	1.000	0.000	0.000	3.000	1.000	1.000	0.000	0.000	1.000	0.000	6.000	4.000	6.000	0.000	0.000	 
369.0	1	XP_027430873.1	 	7.4	556	62157	transmembrane glycoprotein NMB [Zalophus californianus]	11	11	1.000	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	4	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	4	2	0	0	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	4.000	2.000	0.000	0.000	 
370.0	1	XP_027430885.1	 	10.2	491	55577	nicotinamide phosphoribosyltransferase [Zalophus californianus]	10	10	1.000	3	1	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	2	2	1	0	0	0	0	0	0	3.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	2.000	2.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	 
371.0	1	XP_027430886.1	 	11.3	257	28388	synaptophysin-like protein 1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	 
372.0	1	XP_027430922.1	 	18.6	220	24042	steroid receptor RNA activator 1-like, partial [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
372.01	1	XP_027460772.1	redundant	18.6	221	24141	steroid receptor RNA activator 1, partial [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
373.0	1	XP_027430953.1	 	25.8	831	91433	sushi domain-containing protein 2 isoform X1 [Zalophus californianus]	47	47	1.000	0	0	0	7	0	0	0	13	8	5	0	0	0	3	1	0	10	0	0	0	0	0	7	0	0	0	13	8	5	0	0	0	3	1	0	10	0	0	0.000	0.000	0.000	7.000	0.000	0.000	0.000	13.000	8.000	5.000	0.000	0.000	0.000	3.000	1.000	0.000	10.000	0.000	0.000	 
373.01	1	XP_027430954.1	redundant	26.0	822	90652	sushi domain-containing protein 2 isoform X2 [Zalophus californianus]	47	47	1.000	0	0	0	7	0	0	0	13	8	5	0	0	0	3	1	0	10	0	0	0	0	0	7	0	0	0	13	8	5	0	0	0	3	1	0	10	0	0	0.000	0.000	0.000	7.000	0.000	0.000	0.000	13.000	8.000	5.000	0.000	0.000	0.000	3.000	1.000	0.000	10.000	0.000	0.000	 
374.0	1	XP_027430987.1	 	4.8	793	88781	splicing factor 3A subunit 1 [Zalophus californianus]	4	4	1.000	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	 
375.0	1	XP_027431012.1	 	27.0	704	79791	meprin A subunit beta isoform X1 [Zalophus californianus]	22	22	1.000	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	22.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
375.01	1	XP_027431013.1	redundant	27.0	703	79663	meprin A subunit beta isoform X2 [Zalophus californianus]	22	22	1.000	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	22.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
376.0	1	XP_027431057.1	 	11.0	272	31655	phosphatidylinositol transfer protein beta isoform isoform X1 [Zalophus californianus]	3	2	0.667	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027423861.1, XP_027431057.1
376.01	1	XP_027431059.1	redundant	11.1	271	31529	phosphatidylinositol transfer protein beta isoform isoform X2 [Zalophus californianus]	3	2	0.667	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027423861.1, XP_027431057.1
376.02	1	XP_027431060.1	redundant	12.1	247	28588	phosphatidylinositol transfer protein beta isoform isoform X3 [Zalophus californianus]	3	2	0.667	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.200	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027423861.1, XP_027431057.1
377.0	1	XP_027431086.1	 	10.7	494	56079	ubiquitin carboxyl-terminal hydrolase 14 isoform X1 [Zalophus californianus]	4	4	1.000	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
377.01	1	XP_027431087.1	redundant	11.5	459	52395	ubiquitin carboxyl-terminal hydrolase 14 isoform X2 [Zalophus californianus]	4	4	1.000	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
378.0	1	XP_027431096.1	 	10.1	523	56437	thioredoxin reductase 2, mitochondrial isoform X2 [Zalophus californianus]	4	2	0.500	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	1.062	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027431096.1, XP_027447790.1
378.01	1	XP_027431097.1	redundant	10.8	489	53203	thioredoxin reductase 2, mitochondrial isoform X3 [Zalophus californianus]	4	2	0.500	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	1.062	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027431096.1, XP_027447790.1
378.02	1	XP_027431098.1	redundant	11.0	484	52291	thioredoxin reductase 2, mitochondrial isoform X4 [Zalophus californianus]	4	2	0.500	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	1.062	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027431096.1, XP_027447790.1
378.03	1	XP_027431099.1	redundant	12.7	416	44275	thioredoxin reductase 2, mitochondrial isoform X5 [Zalophus californianus]	4	2	0.500	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	1.062	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	XP_027431096.1, XP_027447790.1
379.0	1	XP_027431130.1	 	7.7	467	53987	tissue alpha-L-fucosidase [Zalophus californianus]	16	16	1.000	0	1	0	0	0	2	1	3	0	3	0	0	0	0	1	2	3	0	0	0	1	0	0	0	2	1	3	0	3	0	0	0	0	1	2	3	0	0	0.000	1.000	0.000	0.000	0.000	2.000	1.000	3.000	0.000	3.000	0.000	0.000	0.000	0.000	1.000	2.000	3.000	0.000	0.000	 
380.0	1	XP_027431155.1	 	8.0	199	22116	charged multivesicular body protein 1b [Zalophus californianus]	15	15	1.000	0	0	0	4	0	0	0	1	1	0	0	0	0	1	2	4	2	0	0	0	0	0	4	0	0	0	1	1	0	0	0	0	1	2	4	2	0	0	0.000	0.000	0.000	4.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	1.000	2.000	4.000	2.000	0.000	0.000	 
381.0	1	XP_027431163.1	 	36.8	288	31456	phosphoinositide-3-kinase-interacting protein 1 isoform X2 [Zalophus californianus]	146	146	1.000	5	1	0	10	3	3	3	18	12	8	2	1	5	12	15	21	22	4	1	5	1	0	10	3	3	3	18	12	8	2	1	5	12	15	21	22	4	1	5.000	1.000	0.000	10.000	3.000	3.000	3.000	18.000	12.000	8.000	2.000	1.000	5.000	12.000	15.000	21.000	22.000	4.000	1.000	 
382.0	1	XP_027431174.1	 	14.9	1001	112176	desmocollin-1 [Zalophus californianus]	246	246	1.000	15	12	1	17	19	19	8	19	12	15	12	1	19	27	17	11	6	8	8	15	12	1	17	19	19	8	19	12	15	12	1	19	27	17	11	6	8	8	15.000	12.000	1.000	17.000	19.000	19.000	8.000	19.000	12.000	15.000	12.000	1.000	19.000	27.000	17.000	11.000	6.000	8.000	8.000	 
383.0	1	XP_027431203.1	 	6.1	873	98109	oxidation resistance protein 1 isoform X1 [Zalophus californianus]XP_027431194.1 oxidation resistance protein 1 isoform X1 [Zalophus californianus]	3	3	1.000	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
383.01	1	XP_027431213.1	redundant	6.1	866	97129	oxidation resistance protein 1 isoform X2 [Zalophus californianus]	3	3	1.000	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
383.02	1	XP_027431218.1	redundant	6.3	846	94886	oxidation resistance protein 1 isoform X3 [Zalophus californianus]	3	3	1.000	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
383.03	1	XP_027431225.1	redundant	6.3	839	93906	oxidation resistance protein 1 isoform X4 [Zalophus californianus]	3	3	1.000	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
383.04	1	XP_027431233.1	redundant	6.6	806	90852	oxidation resistance protein 1 isoform X5 [Zalophus californianus]	3	3	1.000	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
383.05	1	XP_027431243.1	redundant	6.6	804	90640	oxidation resistance protein 1 isoform X6 [Zalophus californianus]	3	3	1.000	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
383.06	1	XP_027431260.1	redundant	6.8	785	88362	oxidation resistance protein 1 isoform X7 [Zalophus californianus]XP_027431253.1 oxidation resistance protein 1 isoform X7 [Zalophus californianus]	3	3	1.000	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
384.0	1	XP_027431219.1	 	33.5	496	56592	heparin cofactor 2 [Zalophus californianus]	115	115	1.000	13	15	15	1	7	10	7	0	2	6	5	14	7	2	0	0	0	10	1	13	15	15	1	7	10	7	0	2	6	5	14	7	2	0	0	0	10	1	13.000	15.000	15.000	1.000	7.000	10.000	7.000	0.000	2.000	6.000	5.000	14.000	7.000	2.000	0.000	0.000	0.000	10.000	1.000	 
385.0	1	XP_027431236.1	 	1.4	1507	169536	receptor-type tyrosine-protein phosphatase mu isoform X1 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	 
385.01	1	XP_027431237.1	redundant	1.4	1494	168159	receptor-type tyrosine-protein phosphatase mu isoform X2 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	 
385.02	1	XP_027431238.1	redundant	1.4	1490	167885	receptor-type tyrosine-protein phosphatase mu isoform X3 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	 
385.03	1	XP_027431239.1	redundant	1.4	1482	166941	receptor-type tyrosine-protein phosphatase mu isoform X4 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	 
385.04	1	XP_027431240.1	redundant	1.4	1477	166508	receptor-type tyrosine-protein phosphatase mu isoform X5 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	 
