Program "PAW_protein_grouper.py" run on Wed Jul 17 11:41:51 2019


	=SUBTOTAL(109,B6:B2341)																																																																					
743	1	XP_027439876.1 (+9)	XP_027439876.1&XP_027439877.1&XP_027439878.1&XP_027439879.1&XP_027439882.1&XP_027439883.1&XP_027439884.1&XP_027439885.1&XP_027439887.1&XP_027439888.1	 	 	 	4.5	1611	177141	eukaryotic translation initiation factor 4 gamma 1 isoform X1 [Zalophus californianus]XP_027439875.1 eukaryotic translation initiation factor 4 gamma 1 isoform X1 [Zalophus californianus]	6	6	1.000	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
744	1	XP_027439900.1	 	 	 	 	31.4	312	34613	pyridoxal kinase [Zalophus californianus]	18	18	1.000	6	2	0	2	1	0	0	0	1	2	1	0	3	0	0	0	0	0	0	6	2	0	2	1	0	0	0	1	2	1	0	3	0	0	0	0	0	0	6.000	2.000	0.000	2.000	1.000	0.000	0.000	0.000	1.000	2.000	1.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000
745	1	XP_027439967.1	 	 	 	 	20.0	135	15860	60S ribosomal protein L32 [Zalophus californianus]XP_027439966.1 60S ribosomal protein L32 [Zalophus californianus]	5	5	1.000	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
746	1	XP_027439980.1 (+2)	XP_027439980.1&XP_027442687.1&XP_027442688.1	 	 	 	17.4	413	44734	LOW QUALITY PROTEIN: succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial-like [Zalophus californianus]	8	8	1.000	1	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	0.000	0.000	0.000	0.000	0.000	0.000
747	1	XP_027440005.1	 	 	 	 	52.7	150	17143	DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Zalophus californianus]	23	23	1.000	3	0	0	0	0	0	0	6	4	2	0	0	0	0	2	0	6	0	0	3	0	0	0	0	0	0	6	4	2	0	0	0	0	2	0	6	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	6.000	4.000	2.000	0.000	0.000	0.000	0.000	2.000	0.000	6.000	0.000	0.000
748	1	XP_027440015.1	 	 	XP_027440015.1, XP_027445174.1, XP_027464901.1	 	27.2	629	70488	plastin-1 [Zalophus californianus]XP_027440014.1 plastin-1 [Zalophus californianus]XP_027440012.1 plastin-1 [Zalophus californianus]XP_027440011.1 plastin-1 [Zalophus californianus]	40	24	0.600	8	4	0	2	0	0	0	7	0	2	3	0	5	0	0	1	7	1	0	3	0	0	2	0	0	0	6	0	1	3	0	3	0	0	1	5	0	0	3.909	0.500	0.000	2.000	0.000	0.000	0.000	6.667	0.000	1.500	3.000	0.000	5.000	0.000	0.000	1.000	6.667	0.500	0.000
749	1	XP_027440040.1	 	 	 	 	60.7	135	15831	retinol-binding protein 1 [Zalophus californianus]	45	45	1.000	2	1	0	0	4	1	1	8	7	11	0	0	2	1	1	0	4	2	0	2	1	0	0	4	1	1	8	7	11	0	0	2	1	1	0	4	2	0	2.000	1.000	0.000	0.000	4.000	1.000	1.000	8.000	7.000	11.000	0.000	0.000	2.000	1.000	1.000	0.000	4.000	2.000	0.000
750	1	XP_027440066.1 (+1)	XP_027440066.1&XP_027440067.1	 	 	 	30.5	417	47648	carboxypeptidase B isoform X1 [Zalophus californianus]	31	31	1.000	4	0	0	0	4	10	0	0	0	1	0	2	0	0	0	0	0	10	0	4	0	0	0	4	10	0	0	0	1	0	2	0	0	0	0	0	10	0	4.000	0.000	0.000	0.000	4.000	10.000	0.000	0.000	0.000	1.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	10.000	0.000
751	1	XP_027440087.1	 	 	 	 	33.3	675	75152	vitamin K-dependent protein S [Zalophus californianus]	94	94	1.000	4	8	11	2	5	3	5	3	3	5	4	14	6	4	4	3	1	4	5	4	8	11	2	5	3	5	3	3	5	4	14	6	4	4	3	1	4	5	4.000	8.000	11.000	2.000	5.000	3.000	5.000	3.000	3.000	5.000	4.000	14.000	6.000	4.000	4.000	3.000	1.000	4.000	5.000
752	1	XP_027440103.1 (+3)	XP_027440103.1&XP_027440105.1&XP_027440106.1&XP_027440107.1	 	 	 	14.0	928	101535	A disintegrin and metalloproteinase with thrombospondin motifs 5 isoform X1 [Zalophus californianus]	18	18	1.000	5	2	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	2	0	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5.000	2.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	9.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
753	1	XP_027440131.1	 	 	 	 	16.4	140	14314	lymphocyte antigen 6H [Zalophus californianus]XP_027440122.1 lymphocyte antigen 6H [Zalophus californianus]XP_027440111.1 lymphocyte antigen 6H [Zalophus californianus]	6	6	1.000	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1.000	0.000	0.000	0.000	2.000	0.000	2.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
754	1	XP_027440140.1 (+1)	XP_027440140.1&XP_027440141.1	 	 	 	39.0	241	27412	phospholipid hydroperoxide glutathione peroxidase isoform X1 [Zalophus californianus]	33	33	1.000	5	1	0	4	2	1	0	1	1	5	1	0	3	1	0	1	6	1	0	5	1	0	4	2	1	0	1	1	5	1	0	3	1	0	1	6	1	0	5.000	1.000	0.000	4.000	2.000	1.000	0.000	1.000	1.000	5.000	1.000	0.000	3.000	1.000	0.000	1.000	6.000	1.000	0.000
755	1	XP_027440158.1	 	 	 	 	18.3	1218	121653	perilipin-4 isoform X1 [Zalophus californianus]	13	13	1.000	5	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	4	0	5	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	4	0	5.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	4.000	0.000
756	1	XP_027440190.1 (+1)	XP_027440190.1&XP_027440191.1	 	 	 	12.3	481	51323	cyclic AMP-responsive element-binding protein 3-like protein 3 isoform X1 [Zalophus californianus]	78	78	1.000	3	2	0	8	5	2	5	5	7	3	3	1	6	4	7	6	7	1	3	3	2	0	8	5	2	5	5	7	3	3	1	6	4	7	6	7	1	3	3.000	2.000	0.000	8.000	5.000	2.000	5.000	5.000	7.000	3.000	3.000	1.000	6.000	4.000	7.000	6.000	7.000	1.000	3.000
757	1	XP_027440197.1 (+1)	XP_027440197.1&XP_027440198.1	 	 	 	7.4	404	44996	endophilin-A2 isoform X1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
758	1	XP_027440215.1	 	 	 	 	20.5	161	18388	troponin C, slow skeletal and cardiac muscles [Zalophus californianus]	15	15	1.000	0	0	0	0	2	0	0	0	1	2	3	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	1	2	3	0	0	0	0	0	0	7	0	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	1.000	2.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	7.000	0.000
759	1	XP_027440218.1	 	 	 	 	31.5	476	52862	hematopoietic lineage cell-specific protein [Zalophus californianus]	33	33	1.000	7	8	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	7.000	8.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	17.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
760	1	XP_027440258.1	 	 	 	 	4.4	3257	346708	filaggrin-2 [Zalophus californianus]	10	10	1.000	2	0	0	0	3	0	0	1	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	3	0	0	1	0	0	0	0	1	3	0	0	0	0	0	2.000	0.000	0.000	0.000	3.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	3.000	0.000	0.000	0.000	0.000	0.000
761	1	XP_027440266.1 (+3)	XP_027440266.1&XP_027440267.1&XP_027440268.1&XP_027440269.1	 	XP_027440266.1, XP_027462679.1	 	9.5	728	81687	mannan-binding lectin serine protease 1 isoform X1 [Zalophus californianus]	12	11	0.917	0	0	0	3	0	0	0	0	3	0	0	0	0	4	1	0	1	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	4	1	0	1	0	0	0.000	0.000	0.000	2.125	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	4.000	1.000	0.000	1.000	0.000	0.000
762	1	XP_027440368.1 (+2)	XP_027440368.1&XP_027440369.1&XP_027440372.1	 	 	 	21.8	694	81180	Golgi integral membrane protein 4 isoform X1 [Zalophus californianus]	17	17	1.000	2	0	0	0	4	0	0	0	1	0	0	0	2	2	1	1	4	0	0	2	0	0	0	4	0	0	0	1	0	0	0	2	2	1	1	4	0	0	2.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	2.000	2.000	1.000	1.000	4.000	0.000	0.000
763	1	XP_027440377.1	 	 	 	 	4.5	1097	124865	unconventional myosin-If [Zalophus californianus]	4	4	1.000	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
764	1	XP_027440395.1	 	 	 	 	28.8	219	22773	LOW QUALITY PROTEIN: ATP synthase subunit delta, mitochondrial [Zalophus californianus]	14	14	1.000	2	2	0	1	1	0	0	0	0	2	2	0	3	0	0	0	0	1	0	2	2	0	1	1	0	0	0	0	2	2	0	3	0	0	0	0	1	0	2.000	2.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	2.000	2.000	0.000	3.000	0.000	0.000	0.000	0.000	1.000	0.000
765	1	XP_027440399.1 (+1)	XP_027440399.1&XP_027440400.1	 	 	 	33.3	222	25688	latexin isoform X1 [Zalophus californianus]XP_027440398.1 latexin isoform X1 [Zalophus californianus]	40	40	1.000	5	0	0	1	2	11	0	0	2	12	3	0	4	0	0	0	0	0	0	5	0	0	1	2	11	0	0	2	12	3	0	4	0	0	0	0	0	0	5.000	0.000	0.000	1.000	2.000	11.000	0.000	0.000	2.000	12.000	3.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000
766	1	XP_027440515.1	 	 	 	 	37.4	756	82448	cartilage oligomeric matrix protein [Zalophus californianus]	81	81	1.000	1	0	0	5	3	1	2	8	7	9	1	0	4	8	15	7	8	1	1	1	0	0	5	3	1	2	8	7	9	1	0	4	8	15	7	8	1	1	1.000	0.000	0.000	5.000	3.000	1.000	2.000	8.000	7.000	9.000	1.000	0.000	4.000	8.000	15.000	7.000	8.000	1.000	1.000
767	1	XP_027440570.1	 	 	 	 	31.9	163	18303	peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
768	1	XP_027440587.1	 	 	 	 	76.4	110	11475	resistin [Zalophus californianus]	1235	1235	1.000	46	18	8	100	53	37	34	109	154	33	14	10	82	43	97	190	161	24	22	46	18	8	100	53	37	34	109	154	33	14	10	82	43	97	190	161	24	22	46.000	18.000	8.000	100.000	53.000	37.000	34.000	109.000	154.000	33.000	14.000	10.000	82.000	43.000	97.000	190.000	161.000	24.000	22.000
769	1	XP_027440598.1 (+1)	XP_027440598.1&XP_027440599.1	 	 	 	40.4	768	87788	neprilysin isoform X1 [Zalophus californianus]XP_027440597.1 neprilysin isoform X1 [Zalophus californianus]XP_027440596.1 neprilysin isoform X1 [Zalophus californianus]XP_027440595.1 neprilysin isoform X1 [Zalophus californianus]XP_027440594.1 neprilysin isoform X1 [Zalophus californianus]	255	255	1.000	2	0	3	36	6	14	3	54	28	18	0	0	0	20	8	16	47	0	0	2	0	3	36	6	14	3	54	28	18	0	0	0	20	8	16	47	0	0	2.000	0.000	3.000	36.000	6.000	14.000	3.000	54.000	28.000	18.000	0.000	0.000	0.000	20.000	8.000	16.000	47.000	0.000	0.000
770	1	XP_027440635.1 (+2)	XP_027440635.1&XP_027440636.1&XP_027440637.1	 	 	 	33.2	557	59521	polypyrimidine tract-binding protein 1 isoform X1 [Zalophus californianus]	36	36	1.000	10	6	0	0	3	0	0	0	1	1	6	0	7	0	0	0	0	2	0	10	6	0	0	3	0	0	0	1	1	6	0	7	0	0	0	0	2	0	10.000	6.000	0.000	0.000	3.000	0.000	0.000	0.000	1.000	1.000	6.000	0.000	7.000	0.000	0.000	0.000	0.000	2.000	0.000
771	1	XP_027440639.1	 	 	 	 	65.5	354	39084	leucine-rich alpha-2-glycoprotein [Zalophus californianus]	629	629	1.000	35	38	34	22	27	36	45	19	20	50	34	52	35	64	24	16	21	36	21	35	38	34	22	27	36	45	19	20	50	34	52	35	64	24	16	21	36	21	35.000	38.000	34.000	22.000	27.000	36.000	45.000	19.000	20.000	50.000	34.000	52.000	35.000	64.000	24.000	16.000	21.000	36.000	21.000
772	1	XP_027440659.1	 	 	 	 	21.6	273	28878	multivesicular body subunit 12A [Zalophus californianus]	10	10	1.000	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	3	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	3	0	0	1.000	0.000	0.000	2.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	3.000	0.000	0.000
773	1	XP_027440673.1 (+1)	XP_027440673.1&XP_027440674.1	 	 	 	13.2	317	34930	ICOS ligand isoform X4 [Zalophus californianus]	10	10	1.000	0	0	0	1	0	0	0	1	2	1	0	0	0	1	1	1	2	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	1	1	1	2	0	0	0.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	2.000	1.000	0.000	0.000	0.000	1.000	1.000	1.000	2.000	0.000	0.000
774	1	XP_027440724.1	 	 	 	 	28.0	168	19667	actin-related protein 2/3 complex subunit 4 [Zalophus californianus]	19	19	1.000	0	4	1	1	1	0	0	1	0	1	3	0	3	0	0	0	4	0	0	0	4	1	1	1	0	0	1	0	1	3	0	3	0	0	0	4	0	0	0.000	4.000	1.000	1.000	1.000	0.000	0.000	1.000	0.000	1.000	3.000	0.000	3.000	0.000	0.000	0.000	4.000	0.000	0.000
775	1	XP_027440773.1	 	 	XP_027430512.1, XP_027430801.1, XP_027440773.1	 	25.8	1827	210287	sucrase-isomaltase, intestinal isoform X1 [Zalophus californianus]	178	167	0.938	0	0	0	10	0	21	0	31	33	14	0	0	0	13	6	14	36	0	0	0	0	0	9	0	20	0	30	32	13	0	0	0	13	5	13	32	0	0	0.000	0.000	0.000	9.250	0.000	20.250	0.000	30.250	32.250	13.250	0.000	0.000	0.000	13.000	5.250	13.250	33.001	0.000	0.000
776	1	XP_027440778.1	 	 	 	 	25.8	357	39301	deoxyribonuclease-2-alpha [Zalophus californianus]	15	15	1.000	0	0	0	0	1	0	0	4	4	2	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	4	4	2	0	0	1	1	0	1	1	0	0	0.000	0.000	0.000	0.000	1.000	0.000	0.000	4.000	4.000	2.000	0.000	0.000	1.000	1.000	0.000	1.000	1.000	0.000	0.000
777	1	XP_027440792.1 (+1)	XP_027440792.1&XP_027440794.1	 	 	 	59.5	442	48935	aminoacylase-1 isoform X1 [Zalophus californianus]	130	130	1.000	7	1	0	21	1	0	1	26	8	9	3	0	2	11	2	8	29	1	0	7	1	0	21	1	0	1	26	8	9	3	0	2	11	2	8	29	1	0	7.000	1.000	0.000	21.000	1.000	0.000	1.000	26.000	8.000	9.000	3.000	0.000	2.000	11.000	2.000	8.000	29.000	1.000	0.000
778	1	XP_027440797.1	 	 	 	 	57.6	210	22484	protein ABHD14B [Zalophus californianus]	118	118	1.000	15	8	0	3	7	6	7	9	9	13	8	0	8	5	3	1	5	8	3	15	8	0	3	7	6	7	9	9	13	8	0	8	5	3	1	5	8	3	15.000	8.000	0.000	3.000	7.000	6.000	7.000	9.000	9.000	13.000	8.000	0.000	8.000	5.000	3.000	1.000	5.000	8.000	3.000
779	1	XP_027440829.1	 	 	 	 	2.0	2595	289087	DNA polymerase theta [Zalophus californianus]	10	10	1.000	0	2	1	0	2	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	2	1	0	2	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0.000	2.000	1.000	0.000	2.000	1.000	0.000	1.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000
780	1	XP_027440832.1 (+1)	XP_027440832.1&XP_027440833.1	 	 	 	31.2	481	52772	cytochrome b-c1 complex subunit 1, mitochondrial isoform X1 [Zalophus californianus]	19	19	1.000	8	0	0	6	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	8	0	0	6	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	8.000	0.000	0.000	6.000	1.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000
781	1	XP_027440854.1	 	 	XP_027440854.1, XP_027448848.1	 	42.8	180	20527	ADP-ribosylation factor 4 [Zalophus californianus]	11	5	0.455	4	0	0	0	0	1	0	0	1	0	3	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	3.333	0.000	0.000	0.000	0.000	0.500	0.000	0.000	1.000	0.000	1.333	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
782	1	XP_027440857.1 (+1)	XP_027440857.1&XP_027440858.1	 	 	 	34.6	381	40797	mucosal addressin cell adhesion molecule 1 isoform X1 [Zalophus californianus]	107	107	1.000	0	0	0	16	0	0	0	19	9	7	0	0	0	7	19	13	17	0	0	0	0	0	16	0	0	0	19	9	7	0	0	0	7	19	13	17	0	0	0.000	0.000	0.000	16.000	0.000	0.000	0.000	19.000	9.000	7.000	0.000	0.000	0.000	7.000	19.000	13.000	17.000	0.000	0.000
783	1	XP_027440870.1	 	 	 	 	1.5	1887	205290	nuclear pore membrane glycoprotein 210 isoform X1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
784	1	XP_027440893.1	 	 	 	 	27.7	892	96847	dystroglycan isoform X1 [Zalophus californianus]XP_027440892.1 dystroglycan isoform X1 [Zalophus californianus]XP_027440891.1 dystroglycan isoform X1 [Zalophus californianus]	133	133	1.000	15	11	3	0	15	4	2	5	3	0	20	3	14	6	7	5	6	13	1	15	11	3	0	15	4	2	5	3	0	20	3	14	6	7	5	6	13	1	15.000	11.000	3.000	0.000	15.000	4.000	2.000	5.000	3.000	0.000	20.000	3.000	14.000	6.000	7.000	5.000	6.000	13.000	1.000
785	1	XP_027440917.1	 	 	 	 	8.1	258	26679	CD320 antigen [Zalophus californianus]	16	16	1.000	0	0	0	2	0	0	0	1	2	2	0	0	0	3	2	2	2	0	0	0	0	0	2	0	0	0	1	2	2	0	0	0	3	2	2	2	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	1.000	2.000	2.000	0.000	0.000	0.000	3.000	2.000	2.000	2.000	0.000	0.000
786	1	XP_027440919.1 (+2)	XP_027440919.1&XP_027440920.1&XP_027440921.1	 	 	 	28.9	249	28954	CD209 antigen isoform X1 [Zalophus californianus]	75	75	1.000	6	2	0	8	5	1	0	7	9	4	3	0	5	5	5	4	5	4	2	6	2	0	8	5	1	0	7	9	4	3	0	5	5	5	4	5	4	2	6.000	2.000	0.000	8.000	5.000	1.000	0.000	7.000	9.000	4.000	3.000	0.000	5.000	5.000	5.000	4.000	5.000	4.000	2.000
787	1	XP_027440931.1	 	 	 	 	33.3	162	17713	LOW QUALITY PROTEIN: transcription factor BTF3-like [Zalophus californianus]	15	15	1.000	1	0	0	0	3	0	0	1	1	0	3	0	2	0	0	0	2	2	0	1	0	0	0	3	0	0	1	1	0	3	0	2	0	0	0	2	2	0	1.000	0.000	0.000	0.000	3.000	0.000	0.000	1.000	1.000	0.000	3.000	0.000	2.000	0.000	0.000	0.000	2.000	2.000	0.000
788	1	XP_027440935.1	 	 	 	 	10.0	632	68040	acetolactate synthase-like protein [Zalophus californianus]	5	5	1.000	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000
789	1	XP_027440944.1	 	 	XP_027433493.1, XP_027440944.1, XP_027459671.1	 	27.2	593	61490	chloride intracellular channel protein 6 [Zalophus californianus]	14	12	0.857	1	0	0	2	0	0	0	6	0	2	1	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	6	0	1	1	1	0	1	0	0	0	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	6.000	0.000	1.029	1.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000
790	1	XP_027440945.1	 	 	 	 	25.8	163	18658	S-phase kinase-associated protein 1 [Zalophus californianus]XP_027460112.1 S-phase kinase-associated protein 1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
791	1	XP_027440954.1	 	 	 	 	17.3	342	37490	coatomer subunit epsilon [Zalophus californianus]	7	7	1.000	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
792	1	XP_027440973.1	 	 	 	 	55.0	202	22323	tetranectin [Zalophus californianus]	117	117	1.000	7	6	11	8	10	6	8	4	1	7	7	9	6	5	3	3	5	8	3	7	6	11	8	10	6	8	4	1	7	7	9	6	5	3	3	5	8	3	7.000	6.000	11.000	8.000	10.000	6.000	8.000	4.000	1.000	7.000	7.000	9.000	6.000	5.000	3.000	3.000	5.000	8.000	3.000
793	1	XP_027441000.1 (+1)	XP_027441000.1&XP_027441001.1	 	 	 	28.5	583	64947	CD166 antigen isoform X1 [Zalophus californianus]	80	80	1.000	9	3	1	7	1	0	0	4	13	11	0	0	9	7	4	1	8	2	0	9	3	1	7	1	0	0	4	13	11	0	0	9	7	4	1	8	2	0	9.000	3.000	1.000	7.000	1.000	0.000	0.000	4.000	13.000	11.000	0.000	0.000	9.000	7.000	4.000	1.000	8.000	2.000	0.000
794	1	XP_027441020.1	 	 	XP_027429792.1, XP_027441020.1, XP_027463720.1, XP_027476352.1, XP_027480687.1	 	41.4	355	40464	guanine nucleotide-binding protein G(i) subunit alpha-2 [Zalophus californianus]	42	19	0.452	5	9	2	0	3	0	0	2	4	0	1	1	7	1	1	2	3	1	0	3	4	1	0	2	0	0	0	2	0	1	0	4	1	0	0	0	1	0	4.500	9.000	2.000	0.000	2.500	0.000	0.000	0.000	2.722	0.000	1.000	0.200	6.100	1.000	0.000	0.000	0.000	1.000	0.000
795	1	XP_027441032.1	 	 	 	 	13.0	952	103793	A disintegrin and metalloproteinase with thrombospondin motifs 1 [Zalophus californianus]	164	164	1.000	26	18	1	1	21	4	13	2	0	0	27	3	27	0	0	1	3	15	2	26	18	1	1	21	4	13	2	0	0	27	3	27	0	0	1	3	15	2	26.000	18.000	1.000	1.000	21.000	4.000	13.000	2.000	0.000	0.000	27.000	3.000	27.000	0.000	0.000	1.000	3.000	15.000	2.000
796	1	XP_027441041.1 (+1)	XP_027441041.1&XP_027441043.1	 	 	 	13.2	748	76705	far upstream element-binding protein 2 isoform X1 [Zalophus californianus]	20	20	1.000	3	2	0	0	1	0	0	0	1	2	3	0	2	2	0	0	2	2	0	3	2	0	0	1	0	0	0	1	2	3	0	2	2	0	0	2	2	0	3.000	2.000	0.000	0.000	1.000	0.000	0.000	0.000	1.000	2.000	3.000	0.000	2.000	2.000	0.000	0.000	2.000	2.000	0.000
797	1	XP_027441063.1	 	 	 	 	27.3	242	27539	caspase-14 [Zalophus californianus]	12	12	1.000	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4.000	1.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000
798	1	XP_027441135.1	 	 	 	 	14.7	382	41539	mucin-13 [Zalophus californianus]	5	5	1.000	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
799	1	XP_027441176.1 (+2)	XP_027441176.1&XP_027441177.1&XP_027441178.1	 	 	 	9.9	687	78490	interleukin-1 receptor accessory protein isoform X1 [Zalophus californianus]	18	18	1.000	0	0	1	3	0	0	0	0	3	3	0	0	0	4	2	1	1	0	0	0	0	1	3	0	0	0	0	3	3	0	0	0	4	2	1	1	0	0	0.000	0.000	1.000	3.000	0.000	0.000	0.000	0.000	3.000	3.000	0.000	0.000	0.000	4.000	2.000	1.000	1.000	0.000	0.000
800	1	XP_027441182.1	 	 	 	 	21.9	580	64438	leucine-rich repeat-containing protein 15 [Zalophus californianus]	48	48	1.000	0	0	0	6	0	0	0	13	6	5	0	0	0	3	2	2	11	0	0	0	0	0	6	0	0	0	13	6	5	0	0	0	3	2	2	11	0	0	0.000	0.000	0.000	6.000	0.000	0.000	0.000	13.000	6.000	5.000	0.000	0.000	0.000	3.000	2.000	2.000	11.000	0.000	0.000
